3702.20958826498,2887.583027223291,2206.277541484766,1934.0320712683479,1963.0232902316295,2011.0753575730519,2027.941113737191,2152.360653814553,2814.2644586445435,1917.1446223755133,2097.613877154608,3875.510268040464,1981.2758671343938,2003.4924519276888,3356.9156781808083,3659.7948997986477,2331.113364800189,1739.1488358178601,1432.942854474951,1914.6210098074598,2384.140209154514,2715.468099743892,2780.508237246753,2954.2189546316904,2430.583944370206,3455.2122560387616,2341.521446691887,5663.156256770066,5967.308946542613,3139.6373015645677,3097.7019520232243,2072.782534719556,3850.056398182201,2133.8866990427323,4464.491103661789,2768.7681167474116,2391.918538995975,3276.131134977808,2880.110869278414,2322.5653249235056,2095.2150492796295,2631.3721332271343,2213.9854233467354,2177.1273291945995,2162.979571605407,3399.4404591641555,2443.13053949191,2081.1313598087954,2144.199704420919,3911.865489975046,1626.8117608747912,1371.6892244159837,1324.3571119177655,1037.551706236739,1029.0405376491801,1000.9424341959414,1804.851758782021,1325.6452427827717,755.7842063864168,563.9241738491518,1276.5772398034142,1149.0165960765949,644.3273032584284,634.0440656831048,1896.94753482317,1555.573414066827,1464.9260610685394,666.3897212791823,1303.556817759647,1389.353444214145,2106.4505665173883,2768.4267885541203,1158.5460026223614,371.7230013335518,256.9460459944244,644.7220788175063,3263.6531945098754,1087.2546745741101,1448.457058436934,274.001117746112,1125.4655021972894,1111.2560340928544,1112.1792781472639,235.96412733259663,1032.0438620175282,376.4028266462132,1257.4134876912412,281.73070023004817,749.6849976365121,594.9881412284428,407.23074894927265,832.6849170344118,492.26574050120826,477.97909965152303,1379.00884003714,1064.5153926402725,1982.9940755071966,1584.0031013927523,1211.4200172815338,347.24840558078444,1335.306085715912,660.0423469430368,432.93967715373554,1341.25091160645,340.4686345585204,266.06590329987654,1272.1191606868656,349.31216200066126,768.8566933022419,5450.627705635915,835.7836351571523,221.2686044583378,387.1848535872282,761.0260176335038,1040.556681050457,703.5561769216024,2119.970500483506,1184.6056370142605,666.7596344241484,1543.4496389233627,653.7012691386005,1571.412155391355,1545.025290412042,4345.097542473668,1380.8092900767017,782.4960761281459,1579.7136023246376,2254.1581503730717,995.2915984893441,358.8092372945576,497.8588132073264,2008.4026491115585,3567.735983854858,4110.963487907781,4331.73355895369,503.14594524996187,548.5861500745041,1596.30810906886,3435.349652542398,1056.2225897900166,346.4582574463161,656.44168237453,1492.3855173983516,3055.200205423931,930.7844522987345,2332.626969125379,2517.878327460613,1534.8209165184992,1232.1857573099687,2051.0124211729244,1378.2979907311583,2061.5687038201454,1411.4690154748432,2453.3415115700063,4982.210820169243,3155.2139649711835,3207.092087039713,1827.626353239948,2764.5170937919092,4695.0696767054815,2658.2024011447465,3010.181259387079,2724.050790397728,2188.1433218788475,2719.863894562832,2239.9409048137622,2986.929978352373,4743.480555094937,2618.7627894433663,4422.144758566018,5138.193975958287,3618.208166113274,3808.164630667949,2839.6898990763757,2066.606785681953,3696.418576243468,4231.686372306344,3011.0144020610783,3723.758390050911,3187.5189638612856,3610.9861733578455,2879.489338013592,3397.597429424807,2612.560925260706,5406.687426773591,2297.585813318237,5169.539432252679,3425.5801836401447,3261.3608264907125,1960.7499833483644,3770.77693868365,2355.4395730750134,4291.705988368359,3746.961262990364,3518.2648749141663,2566.9688157004816,7255.35462023869,4480.762275608075,6007.087695872988,3169.786256012157
1614.660681845984,199.8217421800639,4026.2181355356747,854.2270728461982,1807.0057214230128,-1644.0897301390432,2408.0354211893086,3373.9855478755017,1665.5756440547093,2868.3583657232366,2361.039814599254,2017.7715669986815,1731.7287770245362,5216.081622746756,2238.7340371258906,1232.8232487172318,3599.918686676682,74.95232282046322,3887.7735424923626,-1388.590971213827,461.2457931126483,729.4393684375584,-3778.07804409849,232.46774099790332,2163.227995768776,-842.7290742635265,-1360.8893457779945,2153.235286910935,538.7716942264526,1882.4201372752673,-1743.6169699731056,279.85136415761804,40.407169992133504,-1058.2648551082632,-381.2267119788271,811.4714029175004,1694.8282190156474
